clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_GAT	codon_TTC	codon_CCC	codon_ACT	codon_AGT	codon_GAG	codon_TCA	codon_GTT	codon_TCC	codon_AGC	codon_CAG	codon_AGG	codon_TTT	codon_GAC	codon_CTT	codon_GCC	codon_CGG	codon_GGC	codon_GGT	codon_CTC	codon_CCG	codon_CGA	codon_GCG	codon_TAA	codon_TGA	codon_TAG
NC_073247.2	-1::NC_073247.2:11098967-11108141	9174	False	0.4106	0	7.0					1.0			1.0	1.0							2.0				1222.0										1.0									284.0		1.0					8.0				287.0		263.0					980.0						
NC_073247.2	1::NC_073247.2:11098968-11108142	9174	False	0.4105	0																2.0	1.0			1.0	1257.0														1.0					289.0	8.0						7.0				261.0		285.0					946.0						
NC_073247.2	1::NC_073247.2:113262111-113269767	7656	False	0.5462	1	58.0	21.0	11.0	9.0	41.0	11.0	7.0	2.0	15.0	12.0	58.0	179.0	94.0	11.0	10.0	37.0	21.0	47.0	91.0	18.0	72.0	36.0	7.0	17.0	12.0	11.0	33.0	56.0	52.0	74.0	217.0	5.0	33.0	1.0	44.0	21.0	67.0	58.0	65.0	14.0	25.0	64.0	63.0	130.0	15.0	52.0	62.0	17.0	99.0	53.0	22.0	34.0	25.0	111.0	5.0	44.0	67.0	8.0	2.0	3.0	3.0			
NC_073232.2	1::NC_073232.2:55668237-55676118	7881	False	0.4383	2	66.0	31.0	13.0	21.0	59.0	30.0	21.0	8.0	34.0	29.0	150.0	29.0	39.0	18.0	4.0	23.0	15.0	50.0	87.0	34.0	109.0	75.0	12.0	77.0	36.0	29.0	47.0	9.0	159.0	33.0	34.0	4.0	32.0	13.0	53.0	51.0	47.0	59.0	96.0	16.0	42.0	64.0	65.0	99.0	83.0	56.0	60.0	37.0	69.0	21.0	57.0	56.0	22.0	43.0	10.0	28.0	23.0	22.0	7.0	5.0	6.0			
NC_073232.2	1::NC_073232.2:144213744-144223725	9981	False	0.5327	1	11.0	18.0	58.0	2.0	464.0		638.0	49.0	81.0	1.0	4.0	2.0	3.0	1.0	1.0			1.0	4.0	4.0	1.0	509.0	2.0	356.0	13.0		3.0	3.0	8.0	1.0		7.0				4.0	1.0	86.0	1.0	7.0	225.0	2.0		1.0	1.0		198.0	7.0	2.0	2.0	341.0	1.0	196.0	2.0				2.0	2.0		1.0			
NC_073232.2	-2::NC_073232.2:144214245-144223587	9342	False	0.5348	1	10.0	14.0	48.0		447.0		605.0	43.0	79.0						1.0				1.0	4.0	1.0	471.0	2.0	354.0	12.0				3.0			6.0				1.0		86.0		7.0	225.0	1.0					171.0	7.0	2.0	1.0	341.0		170.0						1.0					
NC_073232.2	-3::NC_073232.2:144214505-144222680	8175	False	0.5335	1	107.0	12.0	85.0		245.0		696.0	86.0	4.0											35.0		551.0		46.0					6.0			12.0				7.0		1.0		107.0	4.0					2.0	340.0		7.0		7.0	1.0	338.0						25.0			1.0		
NC_073232.2	3::NC_073232.2:144215822-144223736	7914	False	0.5345	1	82.0	12.0	84.0	2.0	246.0	2.0	649.0	86.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0			3.0	2.0	16.0		536.0		37.0			1.0	2.0	16.0	3.0	3.0	12.0				4.0		3.0		83.0	5.0	1.0	1.0	1.0	3.0	2.0	341.0		9.0		8.0	3.0	338.0	1.0		1.0			26.0	1.0				
NC_073227.2	-2::NC_073227.2:81548573-81565604	17031	False	0.1743	0		9.0	343.0		33.0	466.0	299.0		9.0		35.0		405.0	208.0			472.0	92.0		860.0	1.0	341.0	3.0		107.0		4.0	7.0	444.0		4.0	1.0			247.0	409.0						88.0	33.0						15.0		220.0	1.0	69.0				1.0	1.0				431.0	19.0	
NC_073227.2	-2::NC_073227.2:81618830-81631871	13041	False	0.174	0		6.0	261.0		26.0	357.0	227.0		7.0		26.0		310.0	162.0			364.0	70.0		655.0	1.0	263.0	1.0		80.0		3.0	6.0	342.0		4.0				187.0	316.0				1.0		66.0	26.0			1.0			9.0		170.0		55.0					1.0				331.0	13.0	
NC_073227.2	-1::NC_073227.2:81964890-81981921	17031	False	0.1742	0		10.0	343.0		33.0	464.0	301.0		9.0		35.0		405.0	208.0			472.0	92.0		862.0	1.0	341.0	3.0		106.0		3.0	7.0	444.0		4.0	1.0			247.0	410.0						88.0	33.0						14.0		220.0		69.0				1.0					432.0	19.0	
NC_073227.2	-1::NC_073227.2:82037244-82050285	13041	False	0.1739	0		6.0	262.0		26.0	357.0	227.0		7.0		26.0		310.0	162.0			364.0	70.0		656.0	1.0	263.0	1.0		79.0		3.0	6.0	342.0		4.0				188.0	316.0				1.0		66.0	26.0			1.0			9.0		170.0		54.0					1.0				330.0	13.0	
NC_073227.2	-2::NC_073227.2:82060706-82068848	8142	False	0.1721	0		3.0	159.0		22.0	225.0	140.0		4.0		15.0		193.0	98.0			229.0	39.0	1.0	415.0		164.0			45.0		1.0	1.0	208.0		3.0				125.0	199.0						41.0	17.0						4.0		106.0	2.0	31.0				1.0	1.0				215.0	7.0	
NC_073227.2	-3::NC_073227.2:82171006-82194967	23961	False	0.1741	0		5.0	488.0		48.0	654.0	425.0		15.0		47.0		573.0	291.0	2.0		663.0	122.0		1215.0		484.0		2.0	154.0		1.0	17.0	630.0		11.0				355.0	582.0						116.0	39.0						15.0		313.0		94.0									595.0	31.0	
NC_073227.2	-1::NC_073227.2:82240020-82255974	15954	False	0.174	0			316.0		32.0	440.0	287.0		5.0		30.0		380.0	203.0	2.0		447.0	88.0		809.0		317.0			96.0		2.0	7.0	418.0		8.0				224.0	388.0				1.0		80.0	30.0						9.0		209.0		67.0									407.0	16.0	
NC_073227.2	-1::NC_073227.2:82280244-82308024	27780	False	0.1738	0			561.0		51.0	761.0	481.0	9.0	13.0		52.0		663.0	354.0	1.0	2.0	772.0	144.0		1406.0		561.0			172.0		1.0	13.0	740.0		18.0	2.0	1.0		388.0	662.0						132.0	51.0						12.0		368.0		131.0					1.0		1.0		705.0	30.0	1.0
NC_073227.2	-1::NC_073227.2:82341147-82348824	7677	False	0.1745	0		2.0	154.0		15.0	210.0	138.0		4.0		14.0		184.0	98.0		1.0	212.0	44.0		386.0		157.0			45.0			3.0	200.0		4.0	1.0			107.0	184.0						40.0	13.0						4.0		103.0		32.0				1.0					196.0	7.0	
NC_073227.2	-1::NC_073227.2:82352844-82361400	8556	False	0.1717	0		1.0	174.0		15.0	232.0	149.0		1.0		16.0		204.0	110.0	1.0	1.0	238.0	47.0		434.0		172.0			50.0			2.0	230.0		4.0				120.0	209.0						44.0	15.0						2.0		118.0		36.0									219.0	8.0	
NC_073227.2	-2::NC_073227.2:82364369-82375700	11331	False	0.1745	0		3.0	227.0		22.0	308.0	200.0		8.0		21.0		271.0	146.0		1.0	314.0	64.0		570.0		229.0			65.0			4.0	295.0		5.0	1.0			156.0	272.0		1.0				61.0	21.0						7.0		152.0		47.0				1.0	1.0				291.0	12.0	1.0
NC_073227.2	-1::NC_073227.2:84719664-84730830	11166	False	0.1732	0		3.0	227.0		20.0	304.0	196.0		6.0		20.0		266.0	137.0			309.0	57.0		569.0		228.0		2.0	70.0			9.0	297.0		5.0				161.0	269.0	1.0					54.0	18.0						5.0		148.0		47.0									281.0	13.0	
NC_073227.2	-2::NC_073227.2:84730778-84741152	10374	False	0.1737	0		2.0	212.0		22.0	287.0	185.0		7.0	1.0	21.0		247.0	124.0	1.0		286.0	51.0		529.0		207.0			65.0		1.0	5.0	270.0		3.0				159.0	254.0						52.0	17.0						9.0		134.0		38.0									256.0	13.0	
NC_073227.2	-2::NC_073227.2:84751778-84766976	15198	False	0.1739	0		1.0	306.0		30.0	418.0	265.0		10.0		27.0		362.0	191.0			434.0	77.0		769.0		313.0	1.0		94.0			2.0	400.0		12.0				223.0	373.0						65.0	25.0						6.0	1.0	197.0		59.0				3.0	3.0				377.0	22.0	
NC_073227.2	-3::NC_073227.2:84782602-84795130	12528	False	0.1742	0			246.0		25.0	346.0	229.0		3.0		24.0		298.0	161.0	1.0		352.0	70.0		635.0		248.0			74.0		2.0	5.0	325.0		5.0				177.0	306.0				1.0		64.0	24.0						7.0		164.0		52.0									321.0	11.0	
NC_073227.2	-1::NC_073227.2:84827784-84836982	9198	False	0.1751	0			185.0		18.0	255.0	162.0		5.0	2.0	18.0		220.0	116.0		1.0	257.0	49.0		458.0		188.0		1.0	59.0			3.0	244.0		7.0				128.0	224.0						42.0	19.0						2.0		122.0		41.0					2.0				226.0	11.0	1.0
NC_073227.2	-1::NC_073227.2:84845676-84861819	16143	False	0.1734	0		3.0	324.0		30.0	443.0	289.0		3.0		30.0		384.0	205.0	1.0	5.0	442.0	90.0		820.0		324.0			91.0			7.0	428.0		8.0	2.0			226.0	389.0						82.0	29.0						8.0		219.0		69.0							1.0		412.0	17.0	
NC_073227.2	-1::NC_073227.2:84864309-84876120	11811	False	0.1745	0		3.0	235.0		23.0	320.0	209.0		8.0		22.0		280.0	151.0		1.0	327.0	66.0		592.0		240.0			68.0			4.0	308.0		5.0	1.0			166.0	285.0		1.0		1.0		64.0	22.0					1.0	7.0	1.0	159.0		47.0				1.0	1.0				306.0	11.0	1.0
NC_073227.2	-2::NC_073227.2:85089029-85108370	19341	False	0.1745	0		12.0	389.0		37.0	526.0	344.0		9.0		40.0		460.0	235.0			536.0	103.0		983.0	1.0	386.0	5.0		119.0		3.0	8.0	502.0		5.0	1.0	1.0		279.0	466.0						99.0	37.0						17.0		250.0		80.0				1.0					490.0	23.0	
NC_073227.2	-1::NC_073227.2:85150962-85160232	9270	False	0.1743	0		4.0	186.0		19.0	254.0	162.0		3.0		17.0		220.0	115.0			259.0	50.0		466.0	1.0	185.0	1.0		56.0		1.0	4.0	243.0		4.0				135.0	224.0				1.0		46.0	17.0			2.0			8.0		120.0		38.0					1.0				235.0	13.0	
NC_073227.2	-2::NC_073227.2:87318728-87326675	7947	False	0.1815	0		6.0	154.0		6.0	218.0	156.0		5.0	3.0	15.0		184.0	88.0		8.0	211.0	57.0	4.0	410.0	1.0	157.0			47.0				202.0			2.0			111.0	201.0				3.0		53.0	20.0			2.0	3.0				91.0	1.0	25.0				11.0	3.0		2.0		186.0	2.0	1.0
NC_073227.2	-1::NC_073227.2:87333594-87342531	8937	False	0.1775	0		6.0	179.0		17.0	241.0	164.0			1.0	17.0		202.0	104.0		12.0	242.0	53.0	8.0	459.0		176.0			48.0				232.0						154.0	242.0				8.0		50.0	18.0								113.0		19.0				14.0					200.0		
